date,hour,min_value,avg_value,max_value
2022-01-03,17:52:00,79,79.0,79
2022-01-03,22:22:00,78,78.0,78
2022-01-03,22:51:00,78,78.0,78
2022-01-03,04:33:00,63,63.0,63
2022-01-03,07:01:00,51,51.0,51
2022-01-03,10:28:00,80,80.0,80
2022-01-03,13:57:00,80,80.0,80
2022-01-03,17:03:00,75,75.0,75
2022-01-03,20:57:00,85,85.0,85
2022-01-03,06:19:00,57,57.0,57
2022-01-03,16:15:00,78,78.0,78
2022-01-03,17:47:00,79,79.0,79
2022-01-03,22:28:00,84,84.0,84
2022-01-03,00:23:00,84,84.0,84
2022-01-03,02:21:00,68,68.0,68
2022-01-03,10:18:00,72,72.0,72
2022-01-03,12:29:00,73,73.0,73
2022-01-03,14:01:00,83,83.0,83
2022-01-03,20:17:00,73,73.0,73
2022-01-03,21:28:00,81,81.0,81
2022-01-03,01:30:00,87,87.0,87
2022-01-03,06:34:00,60,60.0,60
2022-01-03,08:37:00,101,101.0,101
2022-01-03,12:43:00,82,82.0,82
2022-01-03,20:30:00,75,75.0,75
2022-01-03,01:23:00,94,94.0,94
2022-01-03,02:34:00,71,71.0,71
2022-01-03,04:35:00,63,63.0,63
2022-01-03,04:50:00,62,62.0,62
2022-01-03,05:00:00,62,62.0,62
2022-01-03,06:41:00,57,57.0,57
2022-01-03,12:05:00,81,81.0,81
2022-01-03,16:03:00,74,74.0,74
2022-01-03,16:25:00,78,78.0,78
2022-01-03,17:15:00,84,84.0,84
2022-01-03,13:15:00,74,74.0,74
2022-01-03,18:38:00,74,74.0,74
2022-01-03,20:51:00,117,117.0,117
2022-01-03,23:02:00,74,74.0,74
2022-01-03,23:24:00,80,80.0,80
2022-01-03,06:59:00,52,52.0,52
2022-01-03,07:57:00,59,59.0,59
2022-01-03,12:48:00,79,79.0,79
2022-01-03,16:55:00,71,71.0,71
2022-01-03,23:40:00,78,78.0,78
2022-01-03,23:51:00,78,78.0,78
2022-01-03,23:56:00,81,81.0,81
2022-01-03,04:19:00,59,59.0,59
2022-01-03,07:02:00,54,54.0,54
2022-01-03,12:00:00,80,80.0,80
2022-01-03,13:27:00,88,88.0,88
2022-01-03,13:37:00,78,78.0,78
2022-01-03,14:04:00,77,77.0,77
2022-01-03,14:17:00,78,78.0,78
2022-01-03,18:08:00,77,77.0,77
2022-01-03,00:19:00,86,86.0,86
2022-01-03,01:31:00,85,85.0,85
2022-01-03,03:34:00,65,65.0,65
2022-01-03,04:09:00,61,61.0,61
2022-01-03,10:45:00,75,75.0,75
2022-01-03,14:43:00,84,84.0,84
2022-01-03,15:49:00,77,77.0,77
2022-01-03,16:39:00,77,77.0,77
2022-01-03,22:34:00,92,92.0,92
2022-01-03,03:47:00,63,63.0,63
2022-01-03,05:05:00,55,55.0,55
2022-01-03,06:00:00,55,55.0,55
2022-01-03,18:30:00,78,78.0,78
2022-01-03,19:09:00,75,75.0,75
2022-01-03,01:35:00,88,88.0,88
2022-01-03,02:08:00,72,72.0,72
2022-01-03,08:56:00,83,83.0,83
2022-01-03,12:03:00,82,82.0,82
2022-01-03,18:17:00,82,82.0,82
2022-01-03,20:48:00,110,110.0,110
2022-01-03,21:32:00,83,83.0,83
2022-01-03,22:50:00,73,73.0,73
2022-01-03,02:19:00,66,66.0,66
2022-01-03,03:06:00,65,65.0,65
2022-01-03,06:24:00,60,60.0,60
2022-01-03,08:07:00,58,58.0,58
2022-01-03,09:56:00,84,84.0,84
2022-01-03,15:40:00,71,71.0,71
2022-01-03,16:08:00,75,75.0,75
2022-01-03,16:48:00,87,87.0,87
2022-01-03,19:36:00,80,80.0,80
2022-01-03,21:25:00,81,81.0,81
2022-01-03,21:38:00,81,81.0,81
2022-01-03,23:41:00,76,76.0,76
2022-01-03,01:14:00,75,75.0,75
2022-01-03,03:35:00,66,66.0,66
2022-01-03,08:42:00,89,89.0,89
2022-01-03,10:09:00,79,79.0,79
2022-01-03,15:35:00,72,72.0,72
2022-01-03,17:23:00,91,91.0,91
